epsilon: 0.5
34.91522791141333
34.88210708383481
35.16688802320346
34.93637174586409
34.843247624608395
34.87856851651264
34.80449605724097
34.91602090971514
34.99571867163904
35.716471205882755
34.94477163445262
34.95231788860663
34.75605933117954
35.52774705949361
34.90673611747962
34.78318080229735
34.82626835230708
34.95181957812677
35.18740033547682
35.28830058862129
34.89404676674353
34.847416916330644
35.243093255684244
34.73474660328353
34.86538754846857
35.84660929613523
34.998354519892885
34.88223383782563
34.87283583415662
34.88603749828134
35.01210567070841
34.57842514153284
34.56736219015318
34.636227617386275
35.08370717572501
34.742756176211046
35.17545343981682
34.839990268722644
34.953191902742276
34.28663667082042
34.672819938669605
34.44995305836719
34.738878485164015
34.79979485954356
34.802302058187614
34.67619163624897
35.1701945085023
35.14280047061597
34.437228354811715
35.074871427413406
35.05640688392656
34.2041038789897
34.864023113075504
34.7456771397907
34.90586759015357
35.20016255752344
34.99025567304717
34.86348809010722
36.31780938661952
35.13809296275928
35.08942157295334
34.78130786456886
34.84261682522488
34.42315005433559
34.86632410411698
34.687755238257786
34.7638732530221
34.78761060538739
34.85906965795455
34.876372707762954
35.17523819058935
35.09255005150906
34.900848693669474
35.01129604078608
34.76641121243281
34.81095016186118
34.72916472601991
35.004156556687384
35.555163613874576
34.526339798592005
34.84680028826403
34.6562263882917
34.04049270758555
34.77552463427107
34.48323642795151
35.10055592280327
34.80926919436888
34.56796424559929
34.6058369912662
34.539136807524095
34.32937465858472
34.73190296290279
34.578443128125876
35.06650090838154
34.8529517463894
34.80466969083769
35.19761985907023
35.76971157300061
34.63842215260124
33.717832151162156
34.88381170306588
34.881080729371085
34.8717314442142
34.494617830206124
34.869778843877384
35.43257561185091
35.17352542852392
34.901709386734865
35.224296063524854
34.90389009164296
34.768021848506145
34.87570411099081
34.659837289946864
34.82082320024625
34.89627331204761
34.69531837938917
34.90832747582478
34.8446023782176
35.03735693985993
34.81350038757377
34.68966365379531
34.92044137148716
34.79196693869177
34.705703256581984
34.16212985059853
34.78867140381965
34.94419448476337
34.92984757098571
34.92871258322437
34.83048135103618
34.495996147814054
34.79545436596861
34.42700415696896
34.89318955326582
34.941781936623435
35.2319095564541
34.55877997527005
35.08294817039533
35.055788315798466
34.2342465930758
34.34663102133935
34.82426634008093
34.8409701714952
34.802057921761076
34.90211951632201
34.88314489290762
34.6988186115003
34.816132656859
34.80378634630789
34.60042082625049
34.41751266790887
34.829535005013454
34.87737873255564
34.51325650876323
34.92636829656451
34.717294938774316
34.77208499359041
34.77205602367845
35.20222838339863
34.79901013317584
34.759148593820065
34.52055218255549
34.57857572736823
35.529106657267604
34.762526370265604
34.571803917763184
34.50837423705452
34.633668229988835
34.907855002295165
34.760087233215515
34.80818186590479
34.638833460656386
35.11608231895381
34.4546903084584
34.9468509498234
34.98563558307242
34.49200937500967
35.30014267018703
34.33708298215037
35.45152239212319
34.978354719094604
34.5953151629391
35.53440815230253
35.09434707832101
34.89044276849545
35.0605880531941
34.39825624489994
34.80697033347352
34.79038759212538
34.82678081204415
34.5834620875173
34.9314343591987
34.715376604691514
34.53182685618277
34.805086339920265
35.07088467659068
