Age
34.98390715
34.84970403
34.82298827
34.84593014
34.51075549
34.70474342
34.87118156
34.83244825
34.79700817
34.75772377
34.59771355
34.05760158
34.96860931
35.25535620
34.92077195
34.83242404
34.46424621
34.51772647
34.79173909
34.79032155
35.07360841
34.68577431
34.77427798
35.09062047
34.66035863
34.52721676
34.73202721
35.38729661
34.88466445
34.66746141
34.96386504
34.50923403
35.00342151
34.94759462
34.89210387
35.27805484
34.95266829
34.69338843
34.07194357
34.80844119
35.21500500
34.79785777
35.12422395
34.78597910
34.84876797
34.63876488
34.82012071
34.45546405
34.69845913
34.88874567
34.73035106
34.81609611
35.04764901
34.79841757
34.96295719
35.00154097
34.27193246
35.45413038
34.81466293
34.96427275
34.88415109
34.60750819
34.69399457
34.92195994
34.66614857
34.81285861
34.64086308
35.01400600
34.19433033
34.90459369
34.73746805
34.60197122
34.94482671
34.76158864
34.32270072
34.90949507
34.82637387
34.39594175
35.05132140
34.76860830
34.37059912
34.79364361
34.59811441
34.73914608
34.93824221
35.07877407
34.86520268
35.06221613
34.54899277
34.39853793
34.78581509
34.64814489
34.82323858
34.94202874
34.77907682
34.99485608
34.78973486
35.09595609
35.33568286
35.01968421
34.39856993
34.35650599
34.59632674
34.55276294
34.92772567
34.45304001
34.83071945
34.87114897
34.89128581
34.05308582
35.01393307
34.38725172
34.60169952
34.78606225
34.91095283
34.61290159
34.86694627
34.78131313
34.71573667
34.71193082
34.94283817
34.99677501
34.71326696
34.91758999
35.14568930
34.43298624
35.48658677
35.07008897
34.89081042
35.04610578
34.90045566
34.73935305
34.82473913
34.87106850
34.97729428
34.53479381
34.34153359
34.73350536
34.81933100
34.60742941
34.72318718
34.69825687
34.82574169
34.82147927
34.60476189
35.10219813
34.30014840
34.78823029
34.41588523
34.99851260
34.74592963
34.28514157
35.02830919
35.10601123
34.84290024
34.58280521
34.68127414
34.96433870
35.11471362
34.73784260
35.09253438
34.93510127
34.45702482
34.70138143
33.02624166
34.72820766
34.65817493
34.78697966
35.06178469
34.81168850
34.70793507
34.67247968
34.57765492
34.73828809
35.52305014
34.86560097
